Amount.Requested,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score,Interest.Rate
69300,6250,6250,36,debt_consolidation,8.45%,IL,RENT,1916.67,720-724,6,3295,0,1 year,720,0.079
76916,27825,27825,60,debt_consolidation,12.86%,CA,RENT,6250,665-669,16,27093,1,4 years,665,0.2376
97076,30000,30000,36,debt_consolidation,15.42%,NJ,RENT,8333.33,680-684,21,29060,1,8 years,680,0.1531
2746,4200,3969.9,36,home_improvement,4.62%,OH,MORTGAGE,1558.42,675-679,6,2255,1,< 1 year,675,0.1411
95637,3800,3800,36,small_business,8.31%,CA,RENT,4333.33,680-684,6,4843,2,7 years,680,0.2198
53567,2000,2000,36,moving,21.43%,NC,RENT,2766.67,670-674,5,2162,3,< 1 year,670,0.1531
77867,6000,6000,36,debt_consolidation,24.25%,AZ,RENT,4000,680-684,12,24934,1,10+ years,680,0.1409
65121,21000,21000,60,debt_consolidation,16.24%,TX,RENT,8416.67,685-689,8,8764,2,5 years,685,0.1905
41900,2500,2500,36,credit_card,6.24%,NY,RENT,5416.67,680-684,8,15373,0,6 years,680,0.1349
33269,2400,2400,36,other,17%,WA,RENT,2700,690-694,3,3418,1,3 years,690,0.1677
48581,13000,13000,36,credit_card,15.46%,CA,RENT,2166.67,720-724,4,11101,0,3 years,720,0.1074
52893,4800,4800,36,credit_card,13.90%,HI,RENT,5000,665-669,8,7391,0,2 years,665,0.1465
36929,17475,17475,36,credit_card,17.76%,NJ,RENT,3333.33,730-734,15,17261,1,2 years,730,0.0991
57431,16450,16400,60,debt_consolidation,25.59%,PA,MORTGAGE,2833.33,670-674,23,12670,2,5 years,670,0.2197
40879,14000,14000,36,debt_consolidation,3.47%,CA,MORTGAGE,8750,680-684,6,9035,1,10+ years,680,0.1465
57586,2500,2500,36,other,11.34%,OH,MORTGAGE,5833.33,665-669,8,14122,0,8 years,665,0.1727
62177,8000,8000,36,debt_consolidation,14.45%,VA,RENT,4166.67,660-664,10,9425,2,4 years,660,0.1849
6020,5000,5000,36,debt_consolidation,21.49%,FL,RENT,3108.33,705-709,8,0,0,2 years,705,0.1253
73741,15000,15000,36,debt_consolidation,12.78%,MA,RENT,9000,690-694,19,11016,0,< 1 year,690,0.1311
32694,25000,24814.89,60,wedding,3.83%,NY,MORTGAGE,22916.67,720-724,13,34069,0,10+ years,720,0.1269
71766,3000,2975,36,debt_consolidation,32%,FL,RENT,1000,700-704,7,9730,0,n/a,700,0.089
83373,6000,6000,36,credit_card,33.64%,WI,RENT,4116.67,705-709,16,33746,0,1 year,705,0.079
37504,7800,7800,36,debt_consolidation,7.15%,CO,MORTGAGE,4000,720-724,6,11063,2,9 years,720,0.1065
95455,25000,25000,36,debt_consolidation,18.66%,MI,MORTGAGE,7083.33,710-714,17,47504,0,9 years,710,0.079
63,18500,3100,36,credit_card,5.24%,NY,RENT,7500,660-664,8,22379,0,1 year,660,0.1533
26789,12000,12000,60,home_improvement,16.67%,GA,MORTGAGE,9166.67,710-714,11,25165,0,2 years,710,0.1299
28032,5000,5000,36,debt_consolidation,5.26%,AL,MORTGAGE,2416.67,665-669,5,1620,0,6 years,665,0.1599
24454,2500,2500,60,other,2.15%,MD,OWN,3958,745-749,4,3417,0,2 years,745,0.1059
44163,16000,16000,60,debt_consolidation,5.76%,NC,MORTGAGE,5083.33,710-714,7,8729,1,10+ years,710,0.1629
89884,25000,25000,60,debt_consolidation,3.98%,NY,RENT,5666.67,745-749,6,11079,0,3 years,745,0.1531
28601,2000,2000,36,other,11.91%,AR,RENT,3400,660-664,3,747,3,10+ years,660,0.1689
99913,2200,2200,36,major_purchase,24.15%,GA,MORTGAGE,3400,730-734,6,1453,0,5 years,730,0.1016
7880,14000,13825,36,debt_consolidation,9.26%,GA,MORTGAGE,8333.33,730-734,8,40267,1,10+ years,730,0.1025
64020,3000,3000,36,debt_consolidation,32.21%,SD,MORTGAGE,2583.33,670-674,13,6683,0,1 year,670,0.1311
36527,11425,11400,36,debt_consolidation,19.47%,FL,MORTGAGE,4750,730-734,9,6359,3,8 years,730,0.0991
72604,17325,17325,60,debt_consolidation,30.24%,CA,RENT,3750,705-709,13,31362,1,9 years,705,0.1727
29547,5425,5425,36,debt_consolidation,21.16%,WV,MORTGAGE,6333.33,730-734,21,25996,3,10+ years,730,0.0849
49950,20000,20000,60,debt_consolidation,1.63%,CA,RENT,12500,665-669,5,5407,0,5 years,665,0.2278
34331,3300,3300,36,car,4.16%,FL,RENT,3730,700-704,7,3675,1,1 year,700,0.1171
94232,2000,2000,36,home_improvement,20.51%,GA,MORTGAGE,3750,670-674,10,1371,1,7 years,670,0.1727
98787,26500,26500,36,home_improvement,13.99%,CA,RENT,5833.33,745-749,8,64504,2,5 years,745,0.1311
52440,17975,17975,36,debt_consolidation,18.55%,FL,RENT,4833.33,670-674,10,17448,0,7 years,670,0.1855
2443,15000,14925.21,36,debt_consolidation,14.06%,NY,RENT,4458.33,700-704,15,7701,1,6 years,700,0.1347
52407,16400,16350,60,debt_consolidation,23.60%,FL,RENT,3500,725-729,11,16693,1,5 years,725,0.1399
46391,13500,13500,60,debt_consolidation,12.59%,OR,MORTGAGE,8833.33,700-704,11,18978,0,2 years,700,0.1399
32183,12000,12000,36,debt_consolidation,3.90%,AZ,RENT,7083.33,670-674,7,6040,1,2 years,670,0.1527
52061,16750,16750,60,debt_consolidation,21.88%,HI,RENT,2833.33,665-669,12,7903,0,3 years,665,0.2148
5531,8000,8000,36,major_purchase,1.24%,MA,RENT,1125,745-749,2,707,0,2 years,745,0.1218
51087,10000,10000,36,debt_consolidation,14.08%,LA,MORTGAGE,5416.67,710-714,8,10560,0,3 years,710,0.0976
11132,10000,10000,36,debt_consolidation,10.93%,CA,RENT,7083,670-674,13,11890,0,3 years,670,0.1521
7752,5525,5525,36,credit_card,21.03%,CA,MORTGAGE,6620,720-724,8,37573,2,10+ years,720,0.1385
30788,17200,17200,60,home_improvement,9.95%,CO,RENT,3666.67,705-709,4,2117,3,2 years,705,0.1969
77919,19600,19575,36,other,29.38%,NY,RENT,4166.67,680-684,17,22053,1,3 years,680,0.1629
4841,4000,4000,36,debt_consolidation,22.93%,TX,MORTGAGE,3833.33,715-719,9,0,0,2 years,715,0.1148
48151,13000,13000,36,debt_consolidation,10.58%,NH,RENT,5000,735-739,3,11090,1,1 year,735,0.1311
2885,8000,7850,36,house,0.24%,KS,RENT,4250,790-794,4,132,3,5 years,790,0.0963
647,25000,5640.7,36,home_improvement,10.42%,MA,MORTGAGE,7916.67,755-759,23,16386,0,4 years,755,0.1008
9495,20000,19900,36,wedding,11.35%,NY,RENT,7083.33,750-754,14,18196,0,3 years,750,0.1025
92367,27575,27575,60,debt_consolidation,18.28%,WA,MORTGAGE,7833.33,680-684,20,28055,2,7 years,680,0.1727
100674,24000,24000,36,debt_consolidation,15.86%,CA,MORTGAGE,7500,670-674,5,2426,0,10+ years,670,0.1433
62867,7000,7000,36,wedding,15.92%,IL,RENT,5000,660-664,11,13665,1,5 years,660,0.1849
32444,12000,11975,60,debt_consolidation,10.71%,MD,MORTGAGE,3500,685-689,6,26874,0,10+ years,685,0.1677
33119,14000,14000,60,debt_consolidation,13.52%,CA,MORTGAGE,3616,670-674,9,13923,0,2 years,670,0.1903
4730,10000,9975,36,debt_consolidation,12.92%,CA,RENT,2500,725-729,8,14257,0,3 years,725,0.1114
84738,7750,7750,36,debt_consolidation,22.01%,CO,RENT,4766.67,780-784,14,4667,3,6 years,780,0.0603
58490,15000,11550,36,debt_consolidation,17.19%,TX,OWN,3333.33,690-694,8,10820,0,5 years,690,0.1367
12015,15000,14950,36,debt_consolidation,12.20%,AR,MORTGAGE,5000,705-709,9,3470,3,10+ years,705,0.1186
71758,25000,25000,36,debt_consolidation,13%,CA,RENT,5416.67,685-689,10,22824,0,6 years,685,0.1531
19344,15000,14975,60,debt_consolidation,8.08%,NC,MORTGAGE,4407,720-724,8,15818,1,n/a,720,0.1491
56528,5000,5000,36,debt_consolidation,16.06%,CT,MORTGAGE,8750,660-664,12,19598,1,2 years,660,0.1629
17236,5000,5000,36,wedding,17.29%,PA,MORTGAGE,3250,665-669,18,4656,0,3 years,665,0.1298
99541,35000,35000,36,debt_consolidation,15%,NJ,RENT,6666.67,680-684,22,33472,0,10+ years,680,0.1531
1977,7500,6025,36,debt_consolidation,17.50%,CA,OWN,5000,675-679,11,16422,0,< 1 year,675,0.1537
15197,25000,15675,60,home_improvement,16.26%,CA,MORTGAGE,3333.33,765-769,6,22713,1,10+ years,765,0.1036
11620,3800,3800,36,major_purchase,15.45%,PA,MORTGAGE,5416.67,700-704,11,9266,0,10+ years,700,0.1112
73232,2800,2800,36,other,27.76%,VA,RENT,3250,700-704,13,22401,0,10+ years,700,0.089
27317,6250,6250,36,credit_card,23.97%,AR,MORTGAGE,2900,730-734,13,21536,0,2 years,730,0.0749
38774,18000,17994.46,36,debt_consolidation,11.85%,WA,MORTGAGE,3333.33,725-729,13,10416,2,5 years,725,0.0991
73956,6000,6000,36,debt_consolidation,29.13%,WV,RENT,2752.92,660-664,12,4569,2,< 1 year,660,0.1727
77363,20000,20000,36,debt_consolidation,34.91%,TX,MORTGAGE,4583.33,710-714,8,6510,1,2 years,710,0.1409
71926,8000,8000,36,debt_consolidation,23.93%,KY,RENT,2666.67,700-704,11,10128,0,5 years,700,0.1114
46024,12000,12000,36,home_improvement,4.81%,NY,MORTGAGE,9833.33,790-794,15,5584,2,10+ years,790,0.0662
11376,24000,7100,60,home_improvement,11.99%,CO,OWN,5686.67,775-779,6,1726,2,2 years,775,0.1112
13393,3000,2925,36,debt_consolidation,9.22%,CA,RENT,4900,690-694,6,3996,1,10+ years,690,0.1149
26533,5000,5000,36,major_purchase,8.51%,AL,MORTGAGE,3750,745-749,12,3998,0,6 years,745,0.0699
48955,21850,21800,60,debt_consolidation,17.95%,NY,RENT,3750,730-734,5,7102,0,3 years,730,0.1399
95456,21850,21850,60,medical,26.95%,IL,MORTGAGE,5833.33,675-679,21,29643,2,3 years,675,0.2328
102846,10000,7586.93,36,credit_card,14.20%,CA,MORTGAGE,6666.67,690-694,8,126402,2,9 years,690,0.1347
2074,15000,10150.07,36,other,2.68%,IL,OWN,2500,680-684,6,3004,2,1 year,680,0.1568
23197,9600,9600,36,other,9.66%,RI,RENT,6048,740-744,7,15700,0,7 years,740,0.0729
44626,25000,24975,36,credit_card,14.72%,FL,RENT,7301.58,670-674,18,21675,0,4 years,670,0.205
10262,25000,14401.65,60,home_improvement,4.95%,FL,MORTGAGE,3333.33,780-784,9,3367,3,2 years,780,0.1149
37041,30000,29950,36,home_improvement,0.34%,MA,RENT,13416.67,810-814,9,2174,3,10+ years,810,0.079
24376,20000,20000,60,debt_consolidation,6.83%,WA,OWN,4000,700-704,6,5845,0,10+ years,700,0.1689
57260,14825,14825,36,small_business,9.55%,CA,RENT,2500,695-699,8,8073,1,2 years,695,0.1367
81130,8000,8000,36,debt_consolidation,1.98%,NY,MORTGAGE,6000,670-674,5,5032,2,10+ years,670,0.1727
38892,20000,20000,36,debt_consolidation,14.95%,TX,MORTGAGE,10416.67,720-724,12,26179,2,1 year,720,0.1171
35468,7000,7000,36,medical,20.96%,TX,OWN,2300,765-769,4,0,0,10+ years,765,0.079
7173,20000,19900,36,debt_consolidation,12.58%,AL,MORTGAGE,2416.67,760-764,5,6011,0,1 year,760,0.1062
102295,5000,4500,36,major_purchase,0.47%,PA,RENT,3166.67,680-684,5,4254,5,< 1 year,680,0.1103
99065,17625,17600,36,credit_card,14.88%,OH,RENT,3333.33,675-679,6,20266,0,2 years,675,0.1311
53234,7150,7150,36,debt_consolidation,12.33%,IL,RENT,3666.67,685-689,11,10561,1,< 1 year,685,0.1311
16215,25000,24775,36,debt_consolidation,0.94%,HI,RENT,8533.33,720-724,9,28038,0,10+ years,720,0.1036
77494,15000,15000,36,debt_consolidation,33.42%,AZ,RENT,4500,675-679,20,13369,0,< 1 year,675,0.1433
66072,9000,9000,36,debt_consolidation,13.85%,MA,RENT,4166.67,765-769,5,7853,0,1 year,765,0.0662
6976,17600,17600,36,debt_consolidation,17.35%,PA,MORTGAGE,7500,665-669,16,14555,0,7 years,665,0.1635
22259,10000,10000,36,debt_consolidation,13.96%,IL,RENT,2500,690-694,6,10481,1,< 1 year,690,0.1268
15470,11200,11000,60,home_improvement,16.47%,VA,MORTGAGE,6750,675-679,15,19051,0,4 years,675,0.152
84805,13225,13225,36,debt_consolidation,27.07%,CA,RENT,5833.33,680-684,11,18569,1,10+ years,680,0.1531
69014,4000,4000,36,other,33.80%,FL,MORTGAGE,3333.33,700-704,12,12922,0,4 years,700,0.1114
26886,12000,11975,36,credit_card,9.46%,NC,MORTGAGE,12083.33,720-724,7,43299,2,3 years,720,0.1099
71550,35000,35000,36,debt_consolidation,21.12%,CT,MORTGAGE,13750,735-739,38,99549,2,10+ years,735,0.1905
8051,25000,17250,36,debt_consolidation,24.64%,FL,RENT,8750,705-709,11,20798,1,< 1 year,705,0.1459
56595,9000,9000,36,debt_consolidation,12.23%,VA,MORTGAGE,5000,750-754,13,5224,0,7 years,750,0.0603
48498,18225,18225,36,debt_consolidation,20.87%,MN,MORTGAGE,4850,700-704,7,37592,0,3 years,700,0.1212
10737,4750,4750,36,small_business,3%,CO,OWN,866.67,660-664,6,740,0,n/a,660,0.1472
48798,14400,14400,36,home_improvement,6.71%,FL,MORTGAGE,12500,770-774,6,1280,0,10+ years,770,0.0662
94440,30000,30000,60,debt_consolidation,14.25%,WI,RENT,6928.13,660-664,6,28665,1,10+ years,660,0.2376
46421,13475,13475,36,credit_card,19.46%,MA,MORTGAGE,2250,715-719,3,11674,0,< 1 year,715,0.1212
90531,10000,10000,36,other,17.95%,SC,MORTGAGE,3750,675-679,10,7034,1,6 years,675,0.1905
51302,12000,12000,36,credit_card,9.46%,CA,MORTGAGE,5833.33,740-744,9,12028,0,8 years,740,0.0662
28257,6000,6000,60,debt_consolidation,18.39%,CA,RENT,3083,695-699,3,1181,0,3 years,695,0.1689
104101,9500,6500,36,credit_card,14.43%,NH,MORTGAGE,7500,725-729,13,100233,0,10+ years,725,0.0654
12958,12000,11875,60,credit_card,16.98%,FL,MORTGAGE,3791.67,780-784,10,59495,1,10+ years,780,0.1038
49872,5000,5000,36,credit_card,15.93%,PA,MORTGAGE,6666.67,705-709,10,12307,0,7 years,705,0.089
26290,3600,3600,36,debt_consolidation,3.27%,NV,RENT,1558.33,745-749,4,1594,0,3 years,745,0.089
43703,27000,26993.89,60,home_improvement,18.28%,FL,OWN,4833.33,735-739,18,12588,1,7 years,735,0.1427
32985,10000,10000,36,debt_consolidation,10.97%,IL,RENT,7500,665-669,6,7778,0,7 years,665,0.1427
80200,5450,5450,36,medical,25.91%,AL,RENT,3500,670-674,9,7619,0,1 year,670,0.1311
22130,16000,13613.86,60,debt_consolidation,15.33%,KY,MORTGAGE,3006.44,700-704,10,11011,0,10+ years,700,0.1528
74163,9750,9750,36,debt_consolidation,21.93%,FL,RENT,2817.5,670-674,12,6324,1,1 year,670,0.1727
35740,30000,30000,36,major_purchase,1.08%,NY,OWN,10416.67,785-789,6,740,0,5 years,785,0.0751
74713,14000,13975,36,other,3.25%,NY,MORTGAGE,6250,705-709,14,7085,1,10+ years,705,0.1212
52405,8500,8500,36,debt_consolidation,4.90%,CA,MORTGAGE,4166.67,740-744,8,7114,0,10+ years,740,0.0662
54513,14400,14400,36,wedding,17.89%,FL,RENT,13100,745-749,11,14550,0,4 years,745,0.079
10293,8000,8000,36,debt_consolidation,1.73%,CA,RENT,3750,765-769,6,3381,0,< 1 year,765,0.0714
66880,12000,12000,36,debt_consolidation,6.46%,NY,RENT,13166.67,680-684,8,8426,0,5 years,680,0.1311
96709,10400,10350,36,debt_consolidation,7.59%,NY,OWN,6166.67,695-699,10,14193,0,7 years,695,0.1311
84273,21000,21000,60,home_improvement,11.31%,NY,MORTGAGE,10250,695-699,12,38820,0,10+ years,695,0.1875
6120,6000,5925,36,debt_consolidation,3.44%,CA,RENT,6333.33,705-709,13,7269,0,4 years,705,0.1183
48166,10800,10800,60,car,0.94%,IL,RENT,7500,730-734,4,1577,0,< 1 year,730,0.1367
67265,2100,2100,36,major_purchase,3.50%,LA,OWN,1000,690-694,13,893,1,< 1 year,690,0.1433
41102,4000,4000,36,other,15.13%,FL,MORTGAGE,6583.33,770-774,6,63294,0,10+ years,770,0.0603
47422,3500,3500,36,debt_consolidation,20.93%,CA,RENT,4333.33,725-729,9,11538,0,6 years,725,0.0762
6039,24250,23811.24,36,home_improvement,12.70%,NY,OWN,18750,725-729,10,121563,1,10+ years,725,0.1253
62856,19000,19000,60,credit_card,16.06%,IL,MORTGAGE,5000,715-719,8,20918,0,10+ years,715,0.1433
7020,10500,10477.85,36,credit_card,14.30%,NY,RENT,3083.33,670-674,8,14726,0,10+ years,670,0.1533
92641,2500,2500,36,debt_consolidation,22.49%,PA,MORTGAGE,3916.67,670-674,7,14892,2,6 years,670,0.1849
7953,16000,16000,36,debt_consolidation,9.47%,CA,RENT,5416.67,690-694,9,15518,0,10+ years,690,0.1459
101568,3000,1300,36,debt_consolidation,19.30%,FL,RENT,1000,665-669,12,2545,4,< 1 year,665,0.1375
27693,10000,10000,36,credit_card,10.41%,GA,MORTGAGE,7500,780-784,11,11532,0,9 years,780,0.0542
70029,7100,7100,36,credit_card,19.22%,OH,RENT,4166.67,685-689,13,6788,2,2 years,685,0.1409
3492,12500,12425,36,home_improvement,11.71%,TX,MORTGAGE,4166.67,780-784,7,1052,0,2 years,780,0.0932
45115,1700,1700,36,car,20.67%,NY,OWN,1200,675-679,10,7382,0,4 years,675,0.1399
96928,4000,4000,36,debt_consolidation,12.20%,WA,MORTGAGE,6666.67,670-674,7,7153,0,5 years,670,0.1114
51257,18225,18225,36,debt_consolidation,23.35%,VA,RENT,3083.33,675-679,6,17128,1,3 years,675,0.1799
92820,30000,30000,60,major_purchase,20.28%,NY,RENT,13666.67,735-739,14,39059,1,1 year,735,0.1629
17826,10000,10000,36,home_improvement,17.05%,FL,RENT,6916.67,730-734,6,10302,0,3 years,730,0.0654
66186,6000,6000,36,credit_card,2.51%,GA,RENT,7500,720-724,5,6394,0,2 years,720,0.079
73450,6000,6000,36,major_purchase,7.40%,PA,MORTGAGE,5000,675-679,6,14045,0,2 years,675,0.1212
96780,6000,6000,36,debt_consolidation,19.56%,WA,OWN,1666.67,675-679,7,5291,0,< 1 year,675,0.158
62089,7000,7000,36,debt_consolidation,18.15%,WV,RENT,4750,665-669,11,12307,1,< 1 year,665,0.1777
60963,10000,10000,36,credit_card,9.55%,TX,OWN,4166.67,670-674,11,11551,0,4 years,670,0.1531
8291,3250,3250,36,debt_consolidation,21.44%,FL,MORTGAGE,5000,675-679,12,20564,0,3 years,675,0.1273
100221,30000,29950,60,debt_consolidation,21.92%,CT,RENT,10416.67,685-689,11,61661,1,7 years,685,0.1972
22790,21000,21000,36,small_business,16.53%,NY,MORTGAGE,18750,700-704,13,120538,0,10+ years,700,0.1111
93403,11000,11000,36,debt_consolidation,12.35%,NY,OWN,7666.67,735-739,6,12461,1,7 years,735,0.0762
7687,5500,5400,36,credit_card,19.86%,MO,MORTGAGE,3916.67,750-754,15,10254,1,< 1 year,750,0.0714
59279,15000,15000,36,debt_consolidation,5.59%,MO,RENT,2916.67,770-774,13,14290,1,9 years,770,0.079
32146,20000,17890.7,60,debt_consolidation,17.49%,CA,MORTGAGE,7916.67,670-674,17,39621,1,6 years,670,0.1991
311,7200,6250,36,debt_consolidation,17%,MA,MORTGAGE,5100,760-764,4,9366,4,10+ years,760,0.0807
38432,4000,4000,60,debt_consolidation,19.15%,MN,RENT,4000,675-679,9,16543,2,6 years,675,0.1864
59266,20000,20000,36,debt_consolidation,11.01%,MD,MORTGAGE,7083.33,730-734,13,28324,2,10+ years,730,0.089
75012,15000,15000,36,credit_card,19.16%,NJ,RENT,5000,705-709,18,13830,0,10+ years,705,0.1212
4502,8000,7825,36,credit_card,8.12%,FL,RENT,5417,730-734,5,43799,2,1 year,730,0.1183
21574,15000,14900,60,credit_card,16.80%,TX,MORTGAGE,5833.33,660-664,14,8587,2,3 years,660,0.1974
93066,8000,8000,36,debt_consolidation,11.59%,CA,RENT,7000,685-689,7,4729,1,3 years,685,0.1114
100114,20675,20675,36,credit_card,23.12%,NM,MORTGAGE,4333.33,710-714,12,8393,1,10+ years,710,0.1433
92036,30000,30000,60,credit_card,16.99%,MN,MORTGAGE,8500,695-699,10,33770,0,6 years,695,0.1531
21190,12000,11875,36,debt_consolidation,13.31%,NY,MORTGAGE,5416.67,740-744,8,9993,2,3 years,740,0.0766
30864,5000,5000,36,wedding,21.33%,VA,RENT,5316.67,695-699,7,23818,0,7 years,695,0.0999
68722,4750,4750,36,home_improvement,0.56%,PA,OWN,2833.33,760-764,2,767,0,9 years,760,0.089
57199,6500,6500,36,credit_card,24.97%,TX,OWN,3500,680-684,7,6948,0,1 year,680,0.1212
30560,21600,20550,36,major_purchase,9.40%,CA,MORTGAGE,9000,720-724,16,43362,0,10+ years,720,0.1059
3656,1900,1900,36,home_improvement,23.29%,UT,MORTGAGE,2860,670-674,9,24209,2,< 1 year,670,0.1284
45245,6000,6000,36,house,6.68%,NY,RENT,10416.67,710-714,9,20592,0,10+ years,710,0.079
45994,8500,8500,36,credit_card,13.67%,FL,RENT,4333.33,720-724,11,15284,0,4 years,720,0.0762
60625,9250,9250,36,debt_consolidation,29.46%,TX,MORTGAGE,3333.33,685-689,10,5440,0,10+ years,685,0.1212
33630,1875,1875,36,credit_card,18.83%,NY,RENT,1200,675-679,8,5342,2,1 year,675,0.1349
102314,2500,2450,36,educational,3.78%,MD,MORTGAGE,1930.75,675-679,4,1548,3,2 years,675,0.1261
2386,10000,10000,36,car,5.59%,TX,RENT,4583,690-694,6,2432,1,4 years,690,0.1347
30138,25000,25000,60,debt_consolidation,17.97%,KS,MORTGAGE,8917,730-734,10,22566,1,10+ years,730,0.1523
28764,5000,5000,60,debt_consolidation,11.29%,NC,MORTGAGE,3083,710-714,5,1073,2,2 years,710,0.1399
12007,6000,5996.63,60,major_purchase,20.85%,CA,MORTGAGE,2700,695-699,10,10932,2,2 years,695,0.1361
9061,10000,10000,36,debt_consolidation,12.24%,NJ,RENT,2541.67,680-684,4,13667,0,8 years,680,0.1422
79907,5375,5325,36,debt_consolidation,20.93%,NV,RENT,3000,730-734,7,5640,0,3 years,730,0.0662
17217,19000,18898.03,60,debt_consolidation,22.41%,NY,RENT,4333.33,700-704,5,23016,1,2 years,700,0.1632
3893,5500,5500,36,credit_card,17.94%,MA,RENT,3583.33,695-699,8,5668,3,1 year,695,0.1189
52929,10000,10000,36,debt_consolidation,18.15%,CA,RENT,5833.33,700-704,10,16894,0,4 years,700,0.1074
10205,8800,8800,60,major_purchase,2.88%,AZ,MORTGAGE,2500,740-744,3,607,0,2 years,740,0.1311
13809,9500,9475,60,credit_card,24.88%,CA,RENT,6000,705-709,6,14621,2,10+ years,705,0.1595
16035,12000,9294.21,36,debt_consolidation,9.49%,VA,MORTGAGE,6700,765-769,20,11686,0,5 years,765,0.0579
43936,16500,16500,36,credit_card,11.05%,CT,MORTGAGE,7250,725-729,8,17247,2,10+ years,725,0.1171
36217,25000,24875,60,debt_consolidation,13.42%,IL,MORTGAGE,6250,755-759,5,18591,0,10+ years,755,0.1171
91571,24000,24000,36,debt_consolidation,16.24%,NJ,RENT,4500,700-704,8,29098,1,10+ years,700,0.1212
16414,7000,6875,36,major_purchase,13.94%,CA,RENT,5000,690-694,5,1364,2,10+ years,690,0.1036
37386,1200,1200,36,other,24.12%,OH,RENT,1700,660-664,2,0,3,4 years,660,0.1825
96208,24175,24175,36,home_improvement,7.66%,GA,RENT,6250,710-714,8,4681,1,10+ years,710,0.1311
52255,2800,2800,36,credit_card,17.16%,MA,RENT,3583.33,720-724,12,5182,0,2 years,720,0.079
33923,4000,4000,60,car,13.17%,PA,RENT,3500,705-709,6,5915,0,3 years,705,0.1171
93139,10000,10000,36,debt_consolidation,10.88%,CT,MORTGAGE,7500,665-669,6,24924,0,10+ years,665,0.1212
60943,7125,7125,36,debt_consolidation,4.95%,MA,RENT,2946.67,710-714,6,5015,1,6 years,710,0.1016
797,10000,9325,36,other,6.25%,FL,MORTGAGE,6666.67,750-754,10,3248,0,< 1 year,750,0.0832
98156,10000,10000,36,credit_card,5.30%,CA,RENT,6250,695-699,5,9620,1,2 years,695,0.1311
61906,4400,4398.89,36,debt_consolidation,21.51%,NC,RENT,4625,670-674,8,5707,1,6 years,670,0.1531
85861,10000,10000,36,debt_consolidation,11.52%,CA,RENT,4166.67,710-714,7,9817,1,4 years,710,0.1212
98601,9450,9450,36,credit_card,33.62%,FL,RENT,2750,700-704,17,14246,0,6 years,700,0.1212
58433,3500,3500,36,other,1.83%,IL,MORTGAGE,7500,765-769,4,6944,0,9 years,765,0.0762
40639,24000,24000,60,home_improvement,21.59%,FL,MORTGAGE,10000,725-729,17,42996,0,5 years,725,0.1269
31995,11750,11750,36,debt_consolidation,10.30%,NC,RENT,4583.33,700-704,6,5613,0,3 years,700,0.1099
60151,30000,24800,36,home_improvement,2.21%,NY,MORTGAGE,9583.33,765-769,7,4454,3,10+ years,765,0.1016
60695,12000,12000,36,debt_consolidation,27.32%,GA,MORTGAGE,13333.33,665-669,18,62069,0,5 years,665,0.1875
88646,13000,13000,36,debt_consolidation,17.99%,PA,MORTGAGE,7916.67,695-699,14,10723,3,8 years,695,0.1409
103384,5000,5000,36,educational,11.21%,FL,RENT,3800,710-714,4,1575,4,3 years,710,0.1348
87526,15000,15000,36,debt_consolidation,16.15%,CA,RENT,9166.67,700-704,15,24563,1,< 1 year,700,0.1433
20799,16000,15975,60,major_purchase,6.80%,CA,MORTGAGE,5000,745-749,10,1132,2,< 1 year,745,0.1343
24675,12000,11975,60,home_improvement,13.91%,NV,MORTGAGE,7083.33,705-709,7,3923,2,7 years,705,0.1523
85918,10050,10050,36,debt_consolidation,7.97%,NV,OTHER,7266.67,675-679,8,24281,0,2 years,675,0.1433
25786,35000,25850,60,major_purchase,22.74%,IL,MORTGAGE,10000,760-764,13,13651,1,10+ years,760,0.1523
76078,30000,30000,60,debt_consolidation,30.56%,HI,RENT,7500,685-689,12,29756,0,10+ years,685,0.2295
