Logit.Interest.Rate,Intercept,Amount.Requested,FICO.Score,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
1,1,20950,690,36,debt_consolidation,15.71%,MA,MORTGAGE,12916.67,690-694,8,30188,1,4 years
1,1,12300,690,36,debt_consolidation,10.01%,CA,RENT,6583.33,690-694,15,12450,0,1 year
1,1,4800,690,36,moving,4.61%,TX,RENT,2666.67,690-694,3,7911,0,< 1 year
1,1,22250,690,36,credit_card,32.10%,MN,MORTGAGE,6583.33,690-694,18,44868,0,10+ years
1,1,5825,690,36,home_improvement,4%,AR,OWN,3750,690-694,4,5643,0,1 year
1,1,20000,690,36,debt_consolidation,27.35%,CA,RENT,5250,690-694,11,11343,1,6 years
1,1,11000,690,36,other,22.42%,NC,MORTGAGE,7916.67,690-694,9,34314,1,< 1 year
1,1,24000,690,60,debt_consolidation,3.48%,AZ,RENT,8333.33,690-694,8,8224,1,5 years
1,1,8000,690,36,debt_consolidation,14.31%,CA,RENT,3500,690-694,7,5074,2,4 years
1,1,10000,690,36,home_improvement,13.49%,TX,MORTGAGE,3113.83,690-694,9,6634,0,4 years
1,1,19125,690,60,other,15.69%,CA,OWN,3333.33,690-694,8,7858,0,5 years
1,1,30000,690,60,debt_consolidation,24.71%,CA,RENT,6041.67,690-694,12,39144,0,1 year
1,1,10350,690,36,car,20.46%,NY,RENT,3333.33,690-694,10,10841,1,1 year
1,1,5000,690,36,other,2.67%,FL,RENT,3000,690-694,4,2474,8,1 year
1,1,8000,690,36,debt_consolidation,24.98%,MA,RENT,3166.67,690-694,10,5428,0,10+ years
1,1,6000,690,36,debt_consolidation,18.10%,NY,RENT,3750,690-694,18,14468,3,7 years
1,1,10050,690,36,credit_card,16.48%,CA,RENT,2500,690-694,7,13337,2,< 1 year
1,1,30000,690,60,debt_consolidation,20.07%,NY,MORTGAGE,7916.67,690-694,9,4202,3,n/a
1,1,8500,690,36,debt_consolidation,17.40%,MI,RENT,2500,690-694,6,6491,1,1 year
1,1,15250,690,60,debt_consolidation,20.57%,FL,RENT,2916.67,690-694,10,17931,0,< 1 year
1,1,3600,690,36,other,16.41%,CA,MORTGAGE,5113,690-694,10,715,1,n/a
1,1,25000,690,60,credit_card,28.46%,VA,RENT,5833.33,690-694,20,33127,0,1 year
1,1,10400,690,36,credit_card,18.92%,MA,RENT,3333.33,690-694,11,11964,0,10+ years
1,1,21850,690,36,credit_card,28.08%,MN,RENT,4166.67,690-694,12,20497,0,< 1 year
1,1,5600,690,36,debt_consolidation,18.33%,NY,RENT,2870.33,690-694,6,5033,2,5 years
1,1,3000,690,60,other,0%,MN,OWN,1471,690-694,3,0,0,6 years
1,1,18000,690,36,debt_consolidation,15.45%,OR,MORTGAGE,4000,690-694,11,13877,0,5 years
1,1,12500,690,36,debt_consolidation,17.67%,TX,MORTGAGE,3916.67,690-694,7,8221,3,10+ years
1,1,10000,690,36,credit_card,23.06%,MA,RENT,3083.33,690-694,14,13638,0,3 years
1,1,14075,690,36,other,12.96%,NY,RENT,3033.33,690-694,6,13036,0,8 years
1,1,5950,690,36,credit_card,21.54%,FL,MORTGAGE,5000,690-694,9,47746,0,10+ years
1,1,18000,690,60,debt_consolidation,6.28%,MD,MORTGAGE,7500,690-694,8,20675,1,10+ years
1,1,6000,690,36,credit_card,4.53%,NY,RENT,2625,690-694,5,4299,1,10+ years
1,1,5000,690,60,other,11.80%,VA,RENT,5416.67,690-694,7,8745,1,4 years
1,1,9450,690,36,credit_card,11.74%,IL,MORTGAGE,4666.67,690-694,13,17639,2,10+ years
1,1,5000,690,36,credit_card,28.51%,CO,RENT,2750,690-694,14,5957,2,3 years
1,1,18000,690,36,credit_card,6.24%,IL,MORTGAGE,8333.33,690-694,13,14838,0,10+ years
1,1,35000,690,36,debt_consolidation,11.80%,MA,MORTGAGE,13333.33,690-694,12,21393,1,10+ years
1,1,35000,690,60,credit_card,13.40%,CA,MORTGAGE,9166.67,690-694,7,26633,0,1 year
1,1,27000,690,36,home_improvement,22.32%,SC,MORTGAGE,8583.33,690-694,9,6658,1,8 years
1,1,17000,690,36,debt_consolidation,16.92%,CA,RENT,5083.33,690-694,10,8890,0,7 years
1,1,2400,690,36,other,17%,WA,RENT,2700,690-694,3,3418,1,3 years
1,1,15000,690,36,debt_consolidation,12.78%,MA,RENT,9000,690-694,19,11016,0,< 1 year
1,1,15000,690,36,debt_consolidation,17.19%,TX,OWN,3333.33,690-694,8,10820,0,5 years
1,1,10000,690,36,credit_card,14.20%,CA,MORTGAGE,6666.67,690-694,8,126402,2,9 years
1,1,10000,690,36,debt_consolidation,13.96%,IL,RENT,2500,690-694,6,10481,1,< 1 year
1,1,2100,690,36,major_purchase,3.50%,LA,OWN,1000,690-694,13,893,1,< 1 year
1,1,16000,690,36,debt_consolidation,9.47%,CA,RENT,5416.67,690-694,9,15518,0,10+ years
1,1,10000,690,36,car,5.59%,TX,RENT,4583,690-694,6,2432,1,4 years
1,1,12000,690,36,debt_consolidation,26.96%,CA,RENT,3833.33,690-694,15,6038,0,4 years
1,1,35000,690,60,credit_card,22.38%,IL,MORTGAGE,13333.33,690-694,12,46937,0,3 years
1,1,16000,690,36,debt_consolidation,19.92%,MA,RENT,6000,690-694,11,10915,1,7 years
1,1,1500,690,36,other,20.60%,MO,MORTGAGE,5000,690-694,15,38176,1,4 years
1,1,12000,690,36,credit_card,22.98%,NY,RENT,5416.67,690-694,7,13234,0,4 years
1,1,25000,690,60,debt_consolidation,9.59%,OH,RENT,5077.58,690-694,6,17946,0,10+ years
1,1,3600,690,36,debt_consolidation,1.58%,NJ,MORTGAGE,6333,690-694,6,12135,3,< 1 year
1,1,8000,690,36,debt_consolidation,14.74%,CA,RENT,3108,690-694,3,3072,0,8 years
1,1,15000,690,36,debt_consolidation,20.07%,MI,MORTGAGE,3666.67,690-694,11,13843,1,5 years
1,1,6400,690,60,debt_consolidation,24.43%,NY,RENT,3500,690-694,9,973,0,4 years
1,1,6000,690,36,debt_consolidation,4.94%,WI,MORTGAGE,4333.33,690-694,12,9656,2,5 years
1,1,16000,690,36,debt_consolidation,2.85%,CA,MORTGAGE,3333.33,690-694,6,3909,0,7 years
1,1,35000,690,36,debt_consolidation,15.75%,FL,MORTGAGE,18750,690-694,21,73813,1,4 years
1,1,15200,690,60,home_improvement,19.22%,DC,MORTGAGE,12083.33,690-694,20,19712,2,2 years
1,1,5000,690,60,moving,12.59%,NY,RENT,4416.67,690-694,13,7686,0,< 1 year
1,1,13000,690,36,debt_consolidation,11.08%,MN,MORTGAGE,3358.33,690-694,7,6327,1,10+ years
1,1,10000,690,36,debt_consolidation,12.99%,CA,MORTGAGE,5833.33,690-694,8,13885,0,6 years
1,1,3700,690,36,credit_card,32.20%,NY,RENT,3000,690-694,9,14151,0,1 year
1,1,35000,690,60,debt_consolidation,19.32%,RI,MORTGAGE,14166.67,690-694,14,51314,3,3 years
1,1,13750,690,36,credit_card,24.77%,CA,RENT,3000,690-694,12,16734,1,1 year
1,1,11000,690,36,other,1.62%,CA,RENT,6667,690-694,7,4526,0,10+ years
1,1,23000,690,60,debt_consolidation,21.17%,GA,RENT,5166.67,690-694,13,23773,0,6 years
1,1,2500,690,36,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,690-694,10,3777,2,< 1 year
1,1,27050,690,60,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,690-694,8,15793,0,6 years
1,1,21850,690,36,credit_card,26.29%,NJ,RENT,10000,690-694,20,43173,1,4 years
1,1,26500,690,60,credit_card,30.36%,MO,MORTGAGE,5000,690-694,14,10350,0,5 years
1,1,21000,690,60,debt_consolidation,20.31%,FL,MORTGAGE,6750,690-694,14,24763,0,< 1 year
1,1,9000,690,36,major_purchase,19.45%,NJ,OWN,6750,690-694,7,26588,1,4 years
1,1,17825,690,36,debt_consolidation,18.85%,TX,MORTGAGE,6250,690-694,12,27554,0,10+ years
1,1,20000,690,60,credit_card,25.89%,CA,RENT,4166.67,690-694,23,34720,0,5 years
1,1,12000,690,60,debt_consolidation,20.50%,CA,MORTGAGE,5916.67,690-694,11,8244,0,7 years
1,1,25200,690,60,debt_consolidation,14.90%,PA,MORTGAGE,7166.67,690-694,11,28481,0,4 years
1,1,16000,690,36,credit_card,11.35%,TX,RENT,5075,690-694,15,22380,2,3 years
1,1,7000,690,36,credit_card,8.02%,OK,RENT,6000,690-694,5,6623,0,10+ years
1,1,12800,690,36,credit_card,10.10%,NC,MORTGAGE,5000,690-694,9,33085,0,10+ years
1,1,25000,690,60,debt_consolidation,23.79%,NV,MORTGAGE,5666.67,690-694,8,27699,1,8 years
1,1,30000,690,60,wedding,24.36%,NY,RENT,5632.33,690-694,10,24217,0,5 years
1,1,3250,690,36,small_business,31.84%,OR,RENT,2858.33,690-694,5,17662,0,6 years
1,1,16000,690,60,debt_consolidation,17.82%,NY,RENT,6666.67,690-694,16,11232,2,5 years
1,1,12000,690,36,debt_consolidation,18.32%,NC,RENT,3916.67,690-694,14,12134,0,8 years
1,1,6000,690,60,debt_consolidation,14.34%,KY,RENT,3458,690-694,6,2072,0,10+ years
1,1,18825,690,60,credit_card,33.15%,MI,MORTGAGE,3583.33,690-694,12,13426,0,8 years
1,1,12500,690,36,credit_card,27.76%,PA,RENT,3416.67,690-694,12,14174,0,6 years
1,1,22400,690,36,debt_consolidation,16.08%,PA,RENT,7375,690-694,8,9673,0,10+ years
1,1,7500,690,36,debt_consolidation,8.04%,NJ,RENT,2796.8,690-694,4,4788,0,7 years
1,1,18000,690,36,debt_consolidation,15.56%,NM,MORTGAGE,6666.67,690-694,10,21174,0,10+ years
1,1,10000,690,36,debt_consolidation,13%,CA,MORTGAGE,3625,690-694,10,8464,2,< 1 year
1,1,4800,690,36,moving,5.31%,NY,RENT,3500,690-694,8,5093,0,5 years
1,1,18000,690,60,debt_consolidation,21.36%,CA,RENT,6867.92,690-694,13,19446,0,10+ years
1,1,25000,690,60,small_business,19.94%,CA,RENT,5416.67,690-694,13,24810,0,10+ years
1,1,20000,690,36,credit_card,13.13%,CT,RENT,5000,690-694,10,17981,1,3 years
1,1,12100,690,36,debt_consolidation,12.85%,FL,RENT,5000,690-694,8,12026,0,4 years
1,1,8400,690,36,debt_consolidation,22.32%,MA,RENT,3333.33,690-694,7,5500,0,4 years
1,1,9000,690,36,debt_consolidation,10.05%,NY,RENT,11666.67,690-694,8,9490,1,< 1 year
1,1,7000,690,36,debt_consolidation,5.46%,PA,RENT,3333.33,690-694,4,8889,1,2 years
1,1,9800,690,60,credit_card,12.89%,CA,MORTGAGE,2708.33,690-694,11,8111,0,3 years
1,1,15000,690,36,credit_card,29.63%,GA,RENT,4083.33,690-694,20,23565,4,10+ years
1,1,10000,690,36,small_business,18.84%,AL,MORTGAGE,3333.33,690-694,9,14247,1,7 years
1,1,17500,690,36,debt_consolidation,34.88%,NY,RENT,3750,690-694,6,18485,0,1 year
1,1,15000,690,36,small_business,8.46%,OR,MORTGAGE,6666.67,690-694,8,1073,2,5 years
1,1,14000,690,36,house,15.19%,MI,RENT,5416.67,690-694,6,4211,0,5 years
1,1,25000,690,60,debt_consolidation,9.15%,NY,RENT,5833.33,690-694,7,14953,0,9 years
1,1,20000,690,60,debt_consolidation,15.91%,NY,MORTGAGE,5833,690-694,5,16140,1,10+ years
1,1,24000,690,36,debt_consolidation,29.05%,VT,MORTGAGE,5577.26,690-694,10,13393,1,2 years
0,1,7200,690,36,debt_consolidation,27.89%,OK,MORTGAGE,3750,690-694,8,20342,0,10+ years
0,1,12375,690,36,small_business,16.39%,VA,MORTGAGE,3892.75,690-694,11,8332,2,3 years
0,1,1675,690,36,debt_consolidation,4.81%,CA,RENT,2080,690-694,4,1466,0,3 years
0,1,5000,690,36,moving,23.25%,NJ,RENT,2000,690-694,8,8339,0,< 1 year
0,1,14000,690,36,debt_consolidation,13.44%,CA,RENT,7916.67,690-694,16,19621,0,n/a
0,1,3000,690,36,debt_consolidation,9.22%,CA,RENT,4900,690-694,6,3996,1,10+ years
0,1,7000,690,36,major_purchase,13.94%,CA,RENT,5000,690-694,5,1364,2,10+ years
0,1,15000,690,36,credit_card,15.51%,GA,MORTGAGE,8750,690-694,9,15207,0,10+ years
0,1,12000,690,36,debt_consolidation,11.92%,PA,MORTGAGE,10333.33,690-694,16,8987,0,5 years
0,1,6625,690,36,credit_card,10.12%,PA,OWN,1916.67,690-694,10,5449,0,n/a
0,1,4500,690,36,other,34.74%,WA,RENT,2700,690-694,13,6747,0,10+ years
0,1,7100,690,36,debt_consolidation,12.46%,GA,MORTGAGE,2183.33,690-694,7,7013,0,10+ years
0,1,7000,690,36,credit_card,12.03%,CA,RENT,3400,690-694,8,6163,1,< 1 year
0,1,7500,690,36,home_improvement,17.72%,OR,MORTGAGE,2500,690-694,7,6349,1,4 years
0,1,4575,690,36,credit_card,21.33%,TX,OWN,1280,690-694,8,9484,0,< 1 year
0,1,3300,690,36,small_business,5.47%,AL,RENT,3125,690-694,8,2623,0,7 years
0,1,5000,690,36,credit_card,18.30%,OH,RENT,4665.83,690-694,21,4677,0,4 years
0,1,6400,690,36,debt_consolidation,19.23%,DC,RENT,3833.33,690-694,13,10451,0,< 1 year
0,1,5500,690,36,credit_card,32.16%,PA,OWN,1666.67,690-694,7,8826,0,3 years
0,1,10000,690,36,credit_card,21.18%,FL,OWN,3333.33,690-694,8,7579,0,1 year
0,1,3500,690,36,home_improvement,14.43%,MI,MORTGAGE,9166.67,690-694,12,34944,2,10+ years
0,1,15000,690,36,credit_card,28.28%,OH,MORTGAGE,6666.67,690-694,15,14880,0,10+ years
1,1,10000,695,36,debt_consolidation,17.72%,CA,RENT,9000,695-699,18,20317,0,7 years
1,1,30000,695,60,credit_card,21.25%,FL,MORTGAGE,6250,695-699,12,34927,0,6 years
1,1,8000,695,36,home_improvement,12.06%,HI,RENT,5000,695-699,10,15360,1,6 years
1,1,24000,695,60,debt_consolidation,3.63%,CA,RENT,7500,695-699,6,8568,1,10+ years
1,1,25000,695,36,debt_consolidation,18.18%,MA,RENT,6000,695-699,9,10630,2,7 years
1,1,25000,695,60,debt_consolidation,32.10%,NY,OWN,4916.67,695-699,21,35208,1,7 years
1,1,10000,695,36,debt_consolidation,3.80%,CA,MORTGAGE,6666.67,695-699,8,7967,1,3 years
1,1,24575,695,36,debt_consolidation,19.60%,GA,MORTGAGE,5250,695-699,8,20858,2,10+ years
1,1,29000,695,36,debt_consolidation,15.70%,MA,RENT,7666.67,695-699,11,23319,0,2 years
1,1,10000,695,60,debt_consolidation,28.39%,FL,RENT,3726.67,695-699,23,10067,2,5 years
1,1,16000,695,60,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,695-699,9,22918,2,10+ years
1,1,8250,695,60,home_improvement,15.60%,NY,MORTGAGE,2917,695-699,13,4479,1,2 years
1,1,5000,695,36,debt_consolidation,9.20%,FL,RENT,3500,695-699,6,3555,0,1 year
1,1,21000,695,60,debt_consolidation,31.71%,NM,MORTGAGE,9583.33,695-699,19,30589,1,10+ years
1,1,16000,695,36,debt_consolidation,20.10%,TX,RENT,5924.5,695-699,11,9365,1,10+ years
1,1,15000,695,60,debt_consolidation,11.22%,CT,RENT,3333.33,695-699,4,6147,2,n/a
1,1,12000,695,36,wedding,15.33%,CA,RENT,8666.67,695-699,10,9624,1,1 year
1,1,11625,695,36,debt_consolidation,16.73%,CA,RENT,2833.33,695-699,8,17469,0,10+ years
1,1,9600,695,60,credit_card,12.90%,NY,RENT,3333.33,695-699,7,13648,1,10+ years
1,1,10000,695,36,debt_consolidation,19.58%,CA,RENT,6250,695-699,17,16348,0,5 years
1,1,4800,695,60,debt_consolidation,13.81%,OR,RENT,3750,695-699,13,16302,0,10+ years
1,1,16000,695,60,major_purchase,19.26%,MD,RENT,7000,695-699,7,5231,1,10+ years
1,1,7500,695,36,debt_consolidation,10.74%,VA,MORTGAGE,5000,695-699,8,8257,0,2 years
1,1,7350,695,36,debt_consolidation,19.85%,CA,OWN,3355.05,695-699,19,11626,3,10+ years
1,1,10000,695,60,debt_consolidation,16.47%,FL,RENT,4104.67,695-699,5,7597,0,5 years
1,1,17500,695,36,debt_consolidation,9.30%,CA,RENT,9519.75,695-699,9,31279,0,10+ years
1,1,14825,695,36,small_business,9.55%,CA,RENT,2500,695-699,8,8073,1,2 years
1,1,6000,695,60,debt_consolidation,18.39%,CA,RENT,3083,695-699,3,1181,0,3 years
1,1,10400,695,36,debt_consolidation,7.59%,NY,OWN,6166.67,695-699,10,14193,0,7 years
1,1,21000,695,60,home_improvement,11.31%,NY,MORTGAGE,10250,695-699,12,38820,0,10+ years
1,1,30000,695,60,credit_card,16.99%,MN,MORTGAGE,8500,695-699,10,33770,0,6 years
1,1,6000,695,60,major_purchase,20.85%,CA,MORTGAGE,2700,695-699,10,10932,2,2 years
1,1,10000,695,36,credit_card,5.30%,CA,RENT,6250,695-699,5,9620,1,2 years
1,1,13000,695,36,debt_consolidation,17.99%,PA,MORTGAGE,7916.67,695-699,14,10723,3,8 years
1,1,16000,695,36,debt_consolidation,32.91%,OH,OWN,3333.33,695-699,10,24134,1,2 years
1,1,10000,695,36,home_improvement,1.69%,MA,MORTGAGE,10000,695-699,3,5624,0,10+ years
1,1,20000,695,36,credit_card,14.87%,NY,RENT,14166.67,695-699,17,34115,0,3 years
1,1,21725,695,36,credit_card,29.11%,FL,MORTGAGE,9166.67,695-699,15,68397,2,10+ years
1,1,12500,695,60,debt_consolidation,13.87%,PA,RENT,5300,695-699,7,11439,3,5 years
1,1,33600,695,60,debt_consolidation,13.56%,GA,MORTGAGE,20000,695-699,12,17285,0,2 years
1,1,16000,695,36,debt_consolidation,19%,CA,MORTGAGE,7666.67,695-699,16,43692,1,10+ years
1,1,12200,695,60,credit_card,9.12%,AK,RENT,6666.67,695-699,9,17282,0,10+ years
1,1,4800,695,60,other,22.38%,CO,RENT,3333,695-699,7,4147,2,3 years
1,1,16000,695,60,debt_consolidation,8.44%,NY,RENT,4666.67,695-699,9,15200,0,10+ years
1,1,10000,695,36,credit_card,5.88%,CA,MORTGAGE,4166.67,695-699,5,8899,2,10+ years
1,1,8000,695,36,debt_consolidation,18.72%,CA,RENT,2083.33,695-699,4,20802,0,10+ years
1,1,24375,695,36,debt_consolidation,13.64%,PA,MORTGAGE,11500,695-699,16,35461,0,10+ years
1,1,14000,695,36,small_business,27.50%,CA,RENT,9166.67,695-699,17,18813,3,8 years
1,1,10000,695,36,debt_consolidation,19.62%,CA,RENT,3640,695-699,11,13124,0,10+ years
1,1,21000,695,36,debt_consolidation,18.44%,VA,MORTGAGE,7916.67,695-699,10,9734,0,7 years
1,1,5000,695,36,debt_consolidation,18.41%,CA,RENT,5208.33,695-699,9,18055,1,9 years
1,1,7000,695,36,debt_consolidation,31.79%,SC,MORTGAGE,3916.67,695-699,9,11648,3,10+ years
1,1,1500,695,36,other,15.37%,CA,RENT,3625,695-699,9,11346,1,5 years
1,1,20000,695,60,credit_card,12.90%,PA,OWN,6666.67,695-699,17,8039,1,6 years
1,1,25000,695,36,debt_consolidation,24.59%,GA,MORTGAGE,15416.67,695-699,24,245886,7,2 years
1,1,15000,695,36,other,16.55%,PA,RENT,4166.67,695-699,11,9066,0,2 years
1,1,28200,695,60,debt_consolidation,15.60%,NY,MORTGAGE,4833.33,695-699,18,27158,0,9 years
1,1,12000,695,36,debt_consolidation,17.04%,WA,MORTGAGE,4583.33,695-699,9,41871,0,3 years
1,1,10800,695,36,debt_consolidation,26.70%,NJ,RENT,5833.33,695-699,6,27585,0,5 years
1,1,3600,695,36,debt_consolidation,27.16%,CA,OWN,3333.33,695-699,15,12153,1,10+ years
1,1,28000,695,36,debt_consolidation,5.70%,GA,MORTGAGE,6250,695-699,6,11923,1,3 years
1,1,13200,695,36,debt_consolidation,28.75%,CA,RENT,3833.33,695-699,9,8568,1,10+ years
1,1,23000,695,36,credit_card,16.02%,CA,RENT,7083.33,695-699,8,9664,2,4 years
1,1,3500,695,36,other,17.82%,CA,MORTGAGE,5416.67,695-699,15,4067,3,< 1 year
1,1,15000,695,36,debt_consolidation,33.12%,NY,RENT,4166.67,695-699,10,13198,0,9 years
1,1,7800,695,36,debt_consolidation,16.77%,NY,RENT,6000,695-699,8,13835,0,4 years
1,1,20000,695,60,other,6.30%,PA,RENT,15416.67,695-699,13,15026,3,< 1 year
1,1,9325,695,36,debt_consolidation,21.35%,DC,RENT,3333.33,695-699,10,27007,1,< 1 year
1,1,10000,695,36,debt_consolidation,12.46%,CA,MORTGAGE,4375,695-699,7,11070,0,5 years
1,1,13800,695,36,debt_consolidation,17.11%,CA,RENT,4250,695-699,8,11366,0,< 1 year
1,1,10000,695,36,home_improvement,18.81%,NY,MORTGAGE,3250,695-699,10,19354,0,10+ years
1,1,15400,695,60,house,15.17%,VA,RENT,6500,695-699,11,9989,1,4 years
1,1,10000,695,36,home_improvement,31.46%,NY,MORTGAGE,5000,695-699,16,18921,0,6 years
1,1,21700,695,36,credit_card,13.93%,CA,MORTGAGE,5147.17,695-699,6,8795,2,n/a
1,1,15000,695,36,credit_card,19.36%,CA,OWN,5000,695-699,10,16618,0,10+ years
1,1,4800,695,36,credit_card,18.91%,IL,MORTGAGE,5833.33,695-699,13,29287,1,5 years
1,1,35000,695,36,debt_consolidation,19.59%,PA,MORTGAGE,7500,695-699,11,29953,2,1 year
1,1,30000,695,36,debt_consolidation,12.29%,TX,RENT,10000,695-699,17,18680,0,3 years
1,1,12000,695,36,debt_consolidation,10.21%,NY,MORTGAGE,20833.33,695-699,17,23800,2,4 years
1,1,15000,695,36,credit_card,18.73%,CA,RENT,4000,695-699,7,15055,0,2 years
1,1,14000,695,60,home_improvement,16.44%,NH,OWN,4666.67,695-699,11,10948,3,10+ years
1,1,18000,695,60,debt_consolidation,23.34%,TX,MORTGAGE,5416.67,695-699,10,14744,2,2 years
1,1,14675,695,36,debt_consolidation,19.20%,MA,MORTGAGE,4416.67,695-699,16,17930,2,10+ years
1,1,11975,695,60,debt_consolidation,19.81%,MD,MORTGAGE,5382,695-699,11,9475,0,3 years
1,1,14675,695,36,credit_card,27.23%,IL,RENT,3250,695-699,14,7525,1,2 years
1,1,29175,695,36,debt_consolidation,20.68%,CA,RENT,5416.67,695-699,10,22811,0,10+ years
1,1,11500,695,36,credit_card,24.16%,FL,MORTGAGE,2458.33,695-699,9,21668,0,10+ years
1,1,28350,695,36,debt_consolidation,28.89%,NC,RENT,5833.33,695-699,11,10119,0,9 years
1,1,10000,695,36,debt_consolidation,20.16%,CA,RENT,5833.33,695-699,16,25687,0,4 years
1,1,14300,695,36,debt_consolidation,21.74%,DE,MORTGAGE,7750,695-699,11,25213,2,4 years
1,1,5000,695,36,debt_consolidation,23.84%,SC,RENT,2500,695-699,8,7980,2,2 years
1,1,5000,695,36,other,24.74%,TX,MORTGAGE,8416.67,695-699,20,58836,1,< 1 year
1,1,4000,695,60,major_purchase,13.26%,FL,OWN,3500,695-699,5,8518,1,3 years
1,1,25000,695,36,credit_card,14.92%,CA,MORTGAGE,10000,695-699,16,46708,0,10+ years
1,1,10000,695,36,debt_consolidation,5.84%,PA,RENT,4333.33,695-699,6,4665,0,1 year
1,1,8000,695,36,debt_consolidation,17.10%,SC,MORTGAGE,7083,695-699,11,9345,3,4 years
1,1,29175,695,60,credit_card,8.83%,MA,RENT,12500,695-699,9,15308,2,4 years
1,1,8400,695,36,credit_card,17%,TX,RENT,4583.33,695-699,14,20318,2,5 years
1,1,11000,695,36,debt_consolidation,5.83%,CA,MORTGAGE,4583.33,695-699,11,12361,0,10+ years
1,1,6000,695,36,credit_card,30.82%,CT,MORTGAGE,4166.67,695-699,8,13250,1,n/a
1,1,35000,695,60,credit_card,14.68%,NY,RENT,9166.67,695-699,12,37424,0,3 years
1,1,5000,695,36,debt_consolidation,13.40%,CA,RENT,2000,695-699,9,1753,0,2 years
1,1,6000,695,60,medical,24.29%,CA,RENT,2400,695-699,11,6069,4,9 years
1,1,8000,695,36,other,13.29%,GA,MORTGAGE,12500,695-699,10,93265,1,10+ years
1,1,30000,695,60,debt_consolidation,10.46%,VA,MORTGAGE,12500,695-699,10,43491,3,5 years
1,1,20125,695,36,debt_consolidation,17.88%,FL,MORTGAGE,10353.33,695-699,11,23698,1,7 years
1,1,8800,695,36,debt_consolidation,9.57%,IL,RENT,3833.33,695-699,4,8130,1,4 years
1,1,12000,695,36,other,14.29%,AZ,MORTGAGE,8541.67,695-699,5,5890,3,10+ years
1,1,8000,695,36,debt_consolidation,19.60%,CO,MORTGAGE,5292,695-699,13,8903,1,n/a
1,1,12000,695,36,debt_consolidation,4.62%,NY,RENT,4500,695-699,3,7956,0,10+ years
1,1,19000,695,60,home_improvement,17.40%,MN,OWN,4000,695-699,7,5246,2,10+ years
1,1,7000,695,36,debt_consolidation,6.64%,NJ,MORTGAGE,5000,695-699,7,11391,1,5 years
1,1,16075,695,36,debt_consolidation,17.58%,KS,MORTGAGE,4125,695-699,7,15781,1,2 years
1,1,12800,695,36,debt_consolidation,21.53%,CA,RENT,4750,695-699,16,14291,0,< 1 year
1,1,25000,695,60,debt_consolidation,14.61%,NV,MORTGAGE,5833.33,695-699,8,13785,0,10+ years
1,1,18000,695,60,debt_consolidation,17.37%,AL,RENT,10583.33,695-699,13,55691,0,5 years
1,1,4800,695,36,wedding,9.41%,CA,RENT,6250,695-699,10,21069,0,< 1 year
1,1,14000,695,36,house,7.64%,TX,RENT,6883.33,695-699,7,9715,0,2 years
1,1,20000,695,60,credit_card,15.97%,NV,MORTGAGE,5373.33,695-699,18,25058,0,3 years
1,1,30000,695,60,debt_consolidation,15.86%,VA,MORTGAGE,17917,695-699,14,86385,0,2 years
0,1,10000,695,36,debt_consolidation,14.30%,KS,MORTGAGE,3833.33,695-699,10,9346,0,5 years
0,1,12000,695,36,credit_card,18.78%,NJ,RENT,3195,695-699,11,14469,0,9 years
0,1,17400,695,36,credit_card,12.47%,AZ,RENT,6833.33,695-699,7,26587,0,7 years
0,1,4000,695,36,debt_consolidation,1.97%,KS,RENT,2900,695-699,13,1869,1,n/a
0,1,2800,695,36,major_purchase,12%,NY,RENT,2083.33,695-699,7,7261,0,< 1 year
0,1,16000,695,36,credit_card,12.30%,CA,MORTGAGE,8416.67,695-699,14,21913,1,5 years
0,1,7000,695,36,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,695-699,11,13638,0,7 years
0,1,4200,695,36,car,11.53%,GA,RENT,3000,695-699,11,10067,0,7 years
0,1,3600,695,36,credit_card,11.34%,MI,RENT,2108.33,695-699,14,4467,0,n/a
0,1,11000,695,36,debt_consolidation,4.26%,SC,MORTGAGE,6666.67,695-699,11,4124,0,4 years
0,1,5000,695,36,wedding,21.33%,VA,RENT,5316.67,695-699,7,23818,0,7 years
0,1,5500,695,36,credit_card,17.94%,MA,RENT,3583.33,695-699,8,5668,3,1 year
0,1,6000,695,36,debt_consolidation,9.77%,CA,RENT,4166.67,695-699,13,15377,1,10+ years
0,1,10000,695,36,debt_consolidation,5.98%,KS,MORTGAGE,3746.58,695-699,5,9005,0,2 years
0,1,11000,695,36,debt_consolidation,16.57%,NJ,MORTGAGE,5000,695-699,17,8734,0,3 years
0,1,6400,695,60,home_improvement,3.09%,FL,MORTGAGE,6250,695-699,5,241,0,3 years
0,1,4750,695,36,credit_card,32.49%,MO,MORTGAGE,3500,695-699,15,36512,0,10+ years
0,1,17000,695,36,debt_consolidation,13.69%,MI,RENT,5083.33,695-699,9,13883,0,4 years
0,1,3725,695,36,credit_card,18.57%,NY,RENT,11666.67,695-699,21,43987,0,10+ years
