,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
48581,13000,13000.0,0.1074,36,credit_card,15.46%,CA,RENT,2166.67,720-724,4.0,11101.0,0.0,3 years,720
52893,4800,4800.0,0.1465,36,credit_card,13.90%,HI,RENT,5000.0,665-669,8.0,7391.0,0.0,2 years,665
36929,17475,17475.0,0.09910000000000001,36,credit_card,17.76%,NJ,RENT,3333.33,730-734,15.0,17261.0,1.0,2 years,730
57431,16450,16400.0,0.21969999999999998,60,debt_consolidation,25.59%,PA,MORTGAGE,2833.33,670-674,23.0,12670.0,2.0,5 years,670
40879,14000,14000.0,0.1465,36,debt_consolidation,3.47%,CA,MORTGAGE,8750.0,680-684,6.0,9035.0,1.0,10+ years,680
57586,2500,2500.0,0.1727,36,other,11.34%,OH,MORTGAGE,5833.33,665-669,8.0,14122.0,0.0,8 years,665
62177,8000,8000.0,0.18489999999999998,36,debt_consolidation,14.45%,VA,RENT,4166.67,660-664,10.0,9425.0,2.0,4 years,660
6020,5000,5000.0,0.1253,36,debt_consolidation,21.49%,FL,RENT,3108.33,705-709,8.0,0.0,0.0,2 years,705
73741,15000,15000.0,0.1311,36,debt_consolidation,12.78%,MA,RENT,9000.0,690-694,19.0,11016.0,0.0,< 1 year,690
32694,25000,24814.89,0.12689999999999999,60,wedding,3.83%,NY,MORTGAGE,22916.67,720-724,13.0,34069.0,0.0,10+ years,720
71766,3000,2975.0,0.08900000000000001,36,debt_consolidation,32%,FL,RENT,1000.0,700-704,7.0,9730.0,0.0,n/a,700
83373,6000,6000.0,0.079,36,credit_card,33.64%,WI,RENT,4116.67,705-709,16.0,33746.0,0.0,1 year,705
37504,7800,7800.0,0.1065,36,debt_consolidation,7.15%,CO,MORTGAGE,4000.0,720-724,6.0,11063.0,2.0,9 years,720
95455,25000,25000.0,0.079,36,debt_consolidation,18.66%,MI,MORTGAGE,7083.33,710-714,17.0,47504.0,0.0,9 years,710
63,18500,3100.0,0.1533,36,credit_card,5.24%,NY,RENT,7500.0,660-664,8.0,22379.0,0.0,1 year,660
26789,12000,12000.0,0.12990000000000002,60,home_improvement,16.67%,GA,MORTGAGE,9166.67,710-714,11.0,25165.0,0.0,2 years,710
28032,5000,5000.0,0.15990000000000001,36,debt_consolidation,5.26%,AL,MORTGAGE,2416.67,665-669,5.0,1620.0,0.0,6 years,665
24454,2500,2500.0,0.1059,60,other,2.15%,MD,OWN,3958.0,745-749,4.0,3417.0,0.0,2 years,745
44163,16000,16000.0,0.1629,60,debt_consolidation,5.76%,NC,MORTGAGE,5083.33,710-714,7.0,8729.0,1.0,10+ years,710
89884,25000,25000.0,0.1531,60,debt_consolidation,3.98%,NY,RENT,5666.67,745-749,6.0,11079.0,0.0,3 years,745
28601,2000,2000.0,0.1689,36,other,11.91%,AR,RENT,3400.0,660-664,3.0,747.0,3.0,10+ years,660
99913,2200,2200.0,0.1016,36,major_purchase,24.15%,GA,MORTGAGE,3400.0,730-734,6.0,1453.0,0.0,5 years,730
7880,14000,13825.0,0.1025,36,debt_consolidation,9.26%,GA,MORTGAGE,8333.33,730-734,8.0,40267.0,1.0,10+ years,730
64020,3000,3000.0,0.1311,36,debt_consolidation,32.21%,SD,MORTGAGE,2583.33,670-674,13.0,6683.0,0.0,1 year,670
36527,11425,11400.0,0.09910000000000001,36,debt_consolidation,19.47%,FL,MORTGAGE,4750.0,730-734,9.0,6359.0,3.0,8 years,730
72604,17325,17325.0,0.1727,60,debt_consolidation,30.24%,CA,RENT,3750.0,705-709,13.0,31362.0,1.0,9 years,705
29547,5425,5425.0,0.0849,36,debt_consolidation,21.16%,WV,MORTGAGE,6333.33,730-734,21.0,25996.0,3.0,10+ years,730
49950,20000,20000.0,0.2278,60,debt_consolidation,1.63%,CA,RENT,12500.0,665-669,5.0,5407.0,0.0,5 years,665
34331,3300,3300.0,0.11710000000000001,36,car,4.16%,FL,RENT,3730.0,700-704,7.0,3675.0,1.0,1 year,700
94232,2000,2000.0,0.1727,36,home_improvement,20.51%,GA,MORTGAGE,3750.0,670-674,10.0,1371.0,1.0,7 years,670
98787,26500,26500.0,0.1311,36,home_improvement,13.99%,CA,RENT,5833.33,745-749,8.0,64504.0,2.0,5 years,745
52440,17975,17975.0,0.1855,36,debt_consolidation,18.55%,FL,RENT,4833.33,670-674,10.0,17448.0,0.0,7 years,670
2443,15000,14925.21,0.13470000000000001,36,debt_consolidation,14.06%,NY,RENT,4458.33,700-704,15.0,7701.0,1.0,6 years,700
52407,16400,16350.0,0.1399,60,debt_consolidation,23.60%,FL,RENT,3500.0,725-729,11.0,16693.0,1.0,5 years,725
46391,13500,13500.0,0.1399,60,debt_consolidation,12.59%,OR,MORTGAGE,8833.33,700-704,11.0,18978.0,0.0,2 years,700
32183,12000,12000.0,0.1527,36,debt_consolidation,3.90%,AZ,RENT,7083.33,670-674,7.0,6040.0,1.0,2 years,670
52061,16750,16750.0,0.2148,60,debt_consolidation,21.88%,HI,RENT,2833.33,665-669,12.0,7903.0,0.0,3 years,665
5531,8000,8000.0,0.12179999999999999,36,major_purchase,1.24%,MA,RENT,1125.0,745-749,2.0,707.0,0.0,2 years,745
51087,10000,10000.0,0.09759999999999999,36,debt_consolidation,14.08%,LA,MORTGAGE,5416.67,710-714,8.0,10560.0,0.0,3 years,710
11132,10000,10000.0,0.1521,36,debt_consolidation,10.93%,CA,RENT,7083.0,670-674,13.0,11890.0,0.0,3 years,670
7752,5525,5525.0,0.13849999999999998,36,credit_card,21.03%,CA,MORTGAGE,6620.0,720-724,8.0,37573.0,2.0,10+ years,720
30788,17200,17200.0,0.19690000000000002,60,home_improvement,9.95%,CO,RENT,3666.67,705-709,4.0,2117.0,3.0,2 years,705
77919,19600,19575.0,0.1629,36,other,29.38%,NY,RENT,4166.67,680-684,17.0,22053.0,1.0,3 years,680
4841,4000,4000.0,0.1148,36,debt_consolidation,22.93%,TX,MORTGAGE,3833.33,715-719,9.0,0.0,0.0,2 years,715
48151,13000,13000.0,0.1311,36,debt_consolidation,10.58%,NH,RENT,5000.0,735-739,3.0,11090.0,1.0,1 year,735
2885,8000,7850.0,0.09630000000000001,36,house,0.24%,KS,RENT,4250.0,790-794,4.0,132.0,3.0,5 years,790
647,25000,5640.7,0.1008,36,home_improvement,10.42%,MA,MORTGAGE,7916.67,755-759,23.0,16386.0,0.0,4 years,755
9495,20000,19900.0,0.1025,36,wedding,11.35%,NY,RENT,7083.33,750-754,14.0,18196.0,0.0,3 years,750
92367,27575,27575.0,0.1727,60,debt_consolidation,18.28%,WA,MORTGAGE,7833.33,680-684,20.0,28055.0,2.0,7 years,680
100674,24000,24000.0,0.1433,36,debt_consolidation,15.86%,CA,MORTGAGE,7500.0,670-674,5.0,2426.0,0.0,10+ years,670
62867,7000,7000.0,0.18489999999999998,36,wedding,15.92%,IL,RENT,5000.0,660-664,11.0,13665.0,1.0,5 years,660
32444,12000,11975.0,0.1677,60,debt_consolidation,10.71%,MD,MORTGAGE,3500.0,685-689,6.0,26874.0,0.0,10+ years,685
33119,14000,14000.0,0.19030000000000002,60,debt_consolidation,13.52%,CA,MORTGAGE,3616.0,670-674,9.0,13923.0,0.0,2 years,670
4730,10000,9975.0,0.1114,36,debt_consolidation,12.92%,CA,RENT,2500.0,725-729,8.0,14257.0,0.0,3 years,725
84738,7750,7750.0,0.0603,36,debt_consolidation,22.01%,CO,RENT,4766.67,780-784,14.0,4667.0,3.0,6 years,780
58490,15000,11550.0,0.1367,36,debt_consolidation,17.19%,TX,OWN,3333.33,690-694,8.0,10820.0,0.0,5 years,690
12015,15000,14950.0,0.1186,36,debt_consolidation,12.20%,AR,MORTGAGE,5000.0,705-709,9.0,3470.0,3.0,10+ years,705
71758,25000,25000.0,0.1531,36,debt_consolidation,13%,CA,RENT,5416.67,685-689,10.0,22824.0,0.0,6 years,685
19344,15000,14975.0,0.1491,60,debt_consolidation,8.08%,NC,MORTGAGE,4407.0,720-724,8.0,15818.0,1.0,n/a,720
56528,5000,5000.0,0.1629,36,debt_consolidation,16.06%,CT,MORTGAGE,8750.0,660-664,12.0,19598.0,1.0,2 years,660
17236,5000,5000.0,0.1298,36,wedding,17.29%,PA,MORTGAGE,3250.0,665-669,18.0,4656.0,0.0,3 years,665
99541,35000,35000.0,0.1531,36,debt_consolidation,15%,NJ,RENT,6666.67,680-684,22.0,33472.0,0.0,10+ years,680
1977,7500,6025.0,0.1537,36,debt_consolidation,17.50%,CA,OWN,5000.0,675-679,11.0,16422.0,0.0,< 1 year,675
15197,25000,15675.0,0.1036,60,home_improvement,16.26%,CA,MORTGAGE,3333.33,765-769,6.0,22713.0,1.0,10+ years,765
11620,3800,3800.0,0.1112,36,major_purchase,15.45%,PA,MORTGAGE,5416.67,700-704,11.0,9266.0,0.0,10+ years,700
73232,2800,2800.0,0.08900000000000001,36,other,27.76%,VA,RENT,3250.0,700-704,13.0,22401.0,0.0,10+ years,700
27317,6250,6250.0,0.07490000000000001,36,credit_card,23.97%,AR,MORTGAGE,2900.0,730-734,13.0,21536.0,0.0,2 years,730
38774,18000,17994.46,0.09910000000000001,36,debt_consolidation,11.85%,WA,MORTGAGE,3333.33,725-729,13.0,10416.0,2.0,5 years,725
73956,6000,6000.0,0.1727,36,debt_consolidation,29.13%,WV,RENT,2752.92,660-664,12.0,4569.0,2.0,< 1 year,660
77363,20000,20000.0,0.1409,36,debt_consolidation,34.91%,TX,MORTGAGE,4583.33,710-714,8.0,6510.0,1.0,2 years,710
71926,8000,8000.0,0.1114,36,debt_consolidation,23.93%,KY,RENT,2666.67,700-704,11.0,10128.0,0.0,5 years,700
46024,12000,12000.0,0.0662,36,home_improvement,4.81%,NY,MORTGAGE,9833.33,790-794,15.0,5584.0,2.0,10+ years,790
11376,24000,7100.0,0.1112,60,home_improvement,11.99%,CO,OWN,5686.67,775-779,6.0,1726.0,2.0,2 years,775
13393,3000,2925.0,0.1149,36,debt_consolidation,9.22%,CA,RENT,4900.0,690-694,6.0,3996.0,1.0,10+ years,690
26533,5000,5000.0,0.0699,36,major_purchase,8.51%,AL,MORTGAGE,3750.0,745-749,12.0,3998.0,0.0,6 years,745
48955,21850,21800.0,0.1399,60,debt_consolidation,17.95%,NY,RENT,3750.0,730-734,5.0,7102.0,0.0,3 years,730
95456,21850,21850.0,0.2328,60,medical,26.95%,IL,MORTGAGE,5833.33,675-679,21.0,29643.0,2.0,3 years,675
102846,10000,7586.93,0.13470000000000001,36,credit_card,14.20%,CA,MORTGAGE,6666.67,690-694,8.0,126402.0,2.0,9 years,690
2074,15000,10150.07,0.1568,36,other,2.68%,IL,OWN,2500.0,680-684,6.0,3004.0,2.0,1 year,680
23197,9600,9600.0,0.0729,36,other,9.66%,RI,RENT,6048.0,740-744,7.0,15700.0,0.0,7 years,740
44626,25000,24975.0,0.205,36,credit_card,14.72%,FL,RENT,7301.58,670-674,18.0,21675.0,0.0,4 years,670
10262,25000,14401.65,0.1149,60,home_improvement,4.95%,FL,MORTGAGE,3333.33,780-784,9.0,3367.0,3.0,2 years,780
37041,30000,29950.0,0.079,36,home_improvement,0.34%,MA,RENT,13416.67,810-814,9.0,2174.0,3.0,10+ years,810
24376,20000,20000.0,0.1689,60,debt_consolidation,6.83%,WA,OWN,4000.0,700-704,6.0,5845.0,0.0,10+ years,700
57260,14825,14825.0,0.1367,36,small_business,9.55%,CA,RENT,2500.0,695-699,8.0,8073.0,1.0,2 years,695
81130,8000,8000.0,0.1727,36,debt_consolidation,1.98%,NY,MORTGAGE,6000.0,670-674,5.0,5032.0,2.0,10+ years,670
38892,20000,20000.0,0.11710000000000001,36,debt_consolidation,14.95%,TX,MORTGAGE,10416.67,720-724,12.0,26179.0,2.0,1 year,720
35468,7000,7000.0,0.079,36,medical,20.96%,TX,OWN,2300.0,765-769,4.0,0.0,0.0,10+ years,765
7173,20000,19900.0,0.10619999999999999,36,debt_consolidation,12.58%,AL,MORTGAGE,2416.67,760-764,5.0,6011.0,0.0,1 year,760
102295,5000,4500.0,0.1103,36,major_purchase,0.47%,PA,RENT,3166.67,680-684,5.0,4254.0,5.0,< 1 year,680
99065,17625,17600.0,0.1311,36,credit_card,14.88%,OH,RENT,3333.33,675-679,6.0,20266.0,0.0,2 years,675
53234,7150,7150.0,0.1311,36,debt_consolidation,12.33%,IL,RENT,3666.67,685-689,11.0,10561.0,1.0,< 1 year,685
16215,25000,24775.0,0.1036,36,debt_consolidation,0.94%,HI,RENT,8533.33,720-724,9.0,28038.0,0.0,10+ years,720
77494,15000,15000.0,0.1433,36,debt_consolidation,33.42%,AZ,RENT,4500.0,675-679,20.0,13369.0,0.0,< 1 year,675
66072,9000,9000.0,0.0662,36,debt_consolidation,13.85%,MA,RENT,4166.67,765-769,5.0,7853.0,0.0,1 year,765
6976,17600,17600.0,0.1635,36,debt_consolidation,17.35%,PA,MORTGAGE,7500.0,665-669,16.0,14555.0,0.0,7 years,665
22259,10000,10000.0,0.1268,36,debt_consolidation,13.96%,IL,RENT,2500.0,690-694,6.0,10481.0,1.0,< 1 year,690
15470,11200,11000.0,0.152,60,home_improvement,16.47%,VA,MORTGAGE,6750.0,675-679,15.0,19051.0,0.0,4 years,675
84805,13225,13225.0,0.1531,36,debt_consolidation,27.07%,CA,RENT,5833.33,680-684,11.0,18569.0,1.0,10+ years,680
69014,4000,4000.0,0.1114,36,other,33.80%,FL,MORTGAGE,3333.33,700-704,12.0,12922.0,0.0,4 years,700
26886,12000,11975.0,0.1099,36,credit_card,9.46%,NC,MORTGAGE,12083.33,720-724,7.0,43299.0,2.0,3 years,720
71550,35000,35000.0,0.1905,36,debt_consolidation,21.12%,CT,MORTGAGE,13750.0,735-739,38.0,99549.0,2.0,10+ years,735
8051,25000,17250.0,0.1459,36,debt_consolidation,24.64%,FL,RENT,8750.0,705-709,11.0,20798.0,1.0,< 1 year,705
56595,9000,9000.0,0.0603,36,debt_consolidation,12.23%,VA,MORTGAGE,5000.0,750-754,13.0,5224.0,0.0,7 years,750
48498,18225,18225.0,0.12119999999999999,36,debt_consolidation,20.87%,MN,MORTGAGE,4850.0,700-704,7.0,37592.0,0.0,3 years,700
10737,4750,4750.0,0.1472,36,small_business,3%,CO,OWN,866.67,660-664,6.0,740.0,0.0,n/a,660
48798,14400,14400.0,0.0662,36,home_improvement,6.71%,FL,MORTGAGE,12500.0,770-774,6.0,1280.0,0.0,10+ years,770
94440,30000,30000.0,0.2376,60,debt_consolidation,14.25%,WI,RENT,6928.13,660-664,6.0,28665.0,1.0,10+ years,660
46421,13475,13475.0,0.12119999999999999,36,credit_card,19.46%,MA,MORTGAGE,2250.0,715-719,3.0,11674.0,0.0,< 1 year,715
90531,10000,10000.0,0.1905,36,other,17.95%,SC,MORTGAGE,3750.0,675-679,10.0,7034.0,1.0,6 years,675
51302,12000,12000.0,0.0662,36,credit_card,9.46%,CA,MORTGAGE,5833.33,740-744,9.0,12028.0,0.0,8 years,740
28257,6000,6000.0,0.1689,60,debt_consolidation,18.39%,CA,RENT,3083.0,695-699,3.0,1181.0,0.0,3 years,695
104101,9500,6500.0,0.0654,36,credit_card,14.43%,NH,MORTGAGE,7500.0,725-729,13.0,100233.0,0.0,10+ years,725
12958,12000,11875.0,0.1038,60,credit_card,16.98%,FL,MORTGAGE,3791.67,780-784,10.0,59495.0,1.0,10+ years,780
49872,5000,5000.0,0.08900000000000001,36,credit_card,15.93%,PA,MORTGAGE,6666.67,705-709,10.0,12307.0,0.0,7 years,705
26290,3600,3600.0,0.08900000000000001,36,debt_consolidation,3.27%,NV,RENT,1558.33,745-749,4.0,1594.0,0.0,3 years,745
43703,27000,26993.89,0.1427,60,home_improvement,18.28%,FL,OWN,4833.33,735-739,18.0,12588.0,1.0,7 years,735
32985,10000,10000.0,0.1427,36,debt_consolidation,10.97%,IL,RENT,7500.0,665-669,6.0,7778.0,0.0,7 years,665
80200,5450,5450.0,0.1311,36,medical,25.91%,AL,RENT,3500.0,670-674,9.0,7619.0,0.0,1 year,670
22130,16000,13613.86,0.1528,60,debt_consolidation,15.33%,KY,MORTGAGE,3006.44,700-704,10.0,11011.0,0.0,10+ years,700
74163,9750,9750.0,0.1727,36,debt_consolidation,21.93%,FL,RENT,2817.5,670-674,12.0,6324.0,1.0,1 year,670
35740,30000,30000.0,0.0751,36,major_purchase,1.08%,NY,OWN,10416.67,785-789,6.0,740.0,0.0,5 years,785
74713,14000,13975.0,0.12119999999999999,36,other,3.25%,NY,MORTGAGE,6250.0,705-709,14.0,7085.0,1.0,10+ years,705
52405,8500,8500.0,0.0662,36,debt_consolidation,4.90%,CA,MORTGAGE,4166.67,740-744,8.0,7114.0,0.0,10+ years,740
54513,14400,14400.0,0.079,36,wedding,17.89%,FL,RENT,13100.0,745-749,11.0,14550.0,0.0,4 years,745
10293,8000,8000.0,0.07139999999999999,36,debt_consolidation,1.73%,CA,RENT,3750.0,765-769,6.0,3381.0,0.0,< 1 year,765
66880,12000,12000.0,0.1311,36,debt_consolidation,6.46%,NY,RENT,13166.67,680-684,8.0,8426.0,0.0,5 years,680
96709,10400,10350.0,0.1311,36,debt_consolidation,7.59%,NY,OWN,6166.67,695-699,10.0,14193.0,0.0,7 years,695
84273,21000,21000.0,0.1875,60,home_improvement,11.31%,NY,MORTGAGE,10250.0,695-699,12.0,38820.0,0.0,10+ years,695
6120,6000,5925.0,0.1183,36,debt_consolidation,3.44%,CA,RENT,6333.33,705-709,13.0,7269.0,0.0,4 years,705
48166,10800,10800.0,0.1367,60,car,0.94%,IL,RENT,7500.0,730-734,4.0,1577.0,0.0,< 1 year,730
67265,2100,2100.0,0.1433,36,major_purchase,3.50%,LA,OWN,1000.0,690-694,13.0,893.0,1.0,< 1 year,690
41102,4000,4000.0,0.0603,36,other,15.13%,FL,MORTGAGE,6583.33,770-774,6.0,63294.0,0.0,10+ years,770
47422,3500,3500.0,0.0762,36,debt_consolidation,20.93%,CA,RENT,4333.33,725-729,9.0,11538.0,0.0,6 years,725
6039,24250,23811.24,0.1253,36,home_improvement,12.70%,NY,OWN,18750.0,725-729,10.0,121563.0,1.0,10+ years,725
62856,19000,19000.0,0.1433,60,credit_card,16.06%,IL,MORTGAGE,5000.0,715-719,8.0,20918.0,0.0,10+ years,715
7020,10500,10477.85,0.1533,36,credit_card,14.30%,NY,RENT,3083.33,670-674,8.0,14726.0,0.0,10+ years,670
92641,2500,2500.0,0.18489999999999998,36,debt_consolidation,22.49%,PA,MORTGAGE,3916.67,670-674,7.0,14892.0,2.0,6 years,670
7953,16000,16000.0,0.1459,36,debt_consolidation,9.47%,CA,RENT,5416.67,690-694,9.0,15518.0,0.0,10+ years,690
101568,3000,1300.0,0.1375,36,debt_consolidation,19.30%,FL,RENT,1000.0,665-669,12.0,2545.0,4.0,< 1 year,665
27693,10000,10000.0,0.0542,36,credit_card,10.41%,GA,MORTGAGE,7500.0,780-784,11.0,11532.0,0.0,9 years,780
70029,7100,7100.0,0.1409,36,credit_card,19.22%,OH,RENT,4166.67,685-689,13.0,6788.0,2.0,2 years,685
3492,12500,12425.0,0.0932,36,home_improvement,11.71%,TX,MORTGAGE,4166.67,780-784,7.0,1052.0,0.0,2 years,780
45115,1700,1700.0,0.1399,36,car,20.67%,NY,OWN,1200.0,675-679,10.0,7382.0,0.0,4 years,675
96928,4000,4000.0,0.1114,36,debt_consolidation,12.20%,WA,MORTGAGE,6666.67,670-674,7.0,7153.0,0.0,5 years,670
51257,18225,18225.0,0.17989999999999998,36,debt_consolidation,23.35%,VA,RENT,3083.33,675-679,6.0,17128.0,1.0,3 years,675
92820,30000,30000.0,0.1629,60,major_purchase,20.28%,NY,RENT,13666.67,735-739,14.0,39059.0,1.0,1 year,735
17826,10000,10000.0,0.0654,36,home_improvement,17.05%,FL,RENT,6916.67,730-734,6.0,10302.0,0.0,3 years,730
66186,6000,6000.0,0.079,36,credit_card,2.51%,GA,RENT,7500.0,720-724,5.0,6394.0,0.0,2 years,720
73450,6000,6000.0,0.12119999999999999,36,major_purchase,7.40%,PA,MORTGAGE,5000.0,675-679,6.0,14045.0,0.0,2 years,675
96780,6000,6000.0,0.158,36,debt_consolidation,19.56%,WA,OWN,1666.67,675-679,7.0,5291.0,0.0,< 1 year,675
62089,7000,7000.0,0.1777,36,debt_consolidation,18.15%,WV,RENT,4750.0,665-669,11.0,12307.0,1.0,< 1 year,665
60963,10000,10000.0,0.1531,36,credit_card,9.55%,TX,OWN,4166.67,670-674,11.0,11551.0,0.0,4 years,670
8291,3250,3250.0,0.1273,36,debt_consolidation,21.44%,FL,MORTGAGE,5000.0,675-679,12.0,20564.0,0.0,3 years,675
100221,30000,29950.0,0.1972,60,debt_consolidation,21.92%,CT,RENT,10416.67,685-689,11.0,61661.0,1.0,7 years,685
22790,21000,21000.0,0.11109999999999999,36,small_business,16.53%,NY,MORTGAGE,18750.0,700-704,13.0,120538.0,0.0,10+ years,700
93403,11000,11000.0,0.0762,36,debt_consolidation,12.35%,NY,OWN,7666.67,735-739,6.0,12461.0,1.0,7 years,735
7687,5500,5400.0,0.07139999999999999,36,credit_card,19.86%,MO,MORTGAGE,3916.67,750-754,15.0,10254.0,1.0,< 1 year,750
59279,15000,15000.0,0.079,36,debt_consolidation,5.59%,MO,RENT,2916.67,770-774,13.0,14290.0,1.0,9 years,770
32146,20000,17890.7,0.1991,60,debt_consolidation,17.49%,CA,MORTGAGE,7916.67,670-674,17.0,39621.0,1.0,6 years,670
311,7200,6250.0,0.08070000000000001,36,debt_consolidation,17%,MA,MORTGAGE,5100.0,760-764,4.0,9366.0,4.0,10+ years,760
38432,4000,4000.0,0.1864,60,debt_consolidation,19.15%,MN,RENT,4000.0,675-679,9.0,16543.0,2.0,6 years,675
59266,20000,20000.0,0.08900000000000001,36,debt_consolidation,11.01%,MD,MORTGAGE,7083.33,730-734,13.0,28324.0,2.0,10+ years,730
75012,15000,15000.0,0.12119999999999999,36,credit_card,19.16%,NJ,RENT,5000.0,705-709,18.0,13830.0,0.0,10+ years,705
4502,8000,7825.0,0.1183,36,credit_card,8.12%,FL,RENT,5417.0,730-734,5.0,43799.0,2.0,1 year,730
21574,15000,14900.0,0.1974,60,credit_card,16.80%,TX,MORTGAGE,5833.33,660-664,14.0,8587.0,2.0,3 years,660
93066,8000,8000.0,0.1114,36,debt_consolidation,11.59%,CA,RENT,7000.0,685-689,7.0,4729.0,1.0,3 years,685
100114,20675,20675.0,0.1433,36,credit_card,23.12%,NM,MORTGAGE,4333.33,710-714,12.0,8393.0,1.0,10+ years,710
92036,30000,30000.0,0.1531,60,credit_card,16.99%,MN,MORTGAGE,8500.0,695-699,10.0,33770.0,0.0,6 years,695
21190,12000,11875.0,0.0766,36,debt_consolidation,13.31%,NY,MORTGAGE,5416.67,740-744,8.0,9993.0,2.0,3 years,740
30864,5000,5000.0,0.0999,36,wedding,21.33%,VA,RENT,5316.67,695-699,7.0,23818.0,0.0,7 years,695
68722,4750,4750.0,0.08900000000000001,36,home_improvement,0.56%,PA,OWN,2833.33,760-764,2.0,767.0,0.0,9 years,760
57199,6500,6500.0,0.12119999999999999,36,credit_card,24.97%,TX,OWN,3500.0,680-684,7.0,6948.0,0.0,1 year,680
30560,21600,20550.0,0.1059,36,major_purchase,9.40%,CA,MORTGAGE,9000.0,720-724,16.0,43362.0,0.0,10+ years,720
3656,1900,1900.0,0.1284,36,home_improvement,23.29%,UT,MORTGAGE,2860.0,670-674,9.0,24209.0,2.0,< 1 year,670
45245,6000,6000.0,0.079,36,house,6.68%,NY,RENT,10416.67,710-714,9.0,20592.0,0.0,10+ years,710
45994,8500,8500.0,0.0762,36,credit_card,13.67%,FL,RENT,4333.33,720-724,11.0,15284.0,0.0,4 years,720
60625,9250,9250.0,0.12119999999999999,36,debt_consolidation,29.46%,TX,MORTGAGE,3333.33,685-689,10.0,5440.0,0.0,10+ years,685
33630,1875,1875.0,0.1349,36,credit_card,18.83%,NY,RENT,1200.0,675-679,8.0,5342.0,2.0,1 year,675
102314,2500,2450.0,0.1261,36,educational,3.78%,MD,MORTGAGE,1930.75,675-679,4.0,1548.0,3.0,2 years,675
2386,10000,10000.0,0.13470000000000001,36,car,5.59%,TX,RENT,4583.0,690-694,6.0,2432.0,1.0,4 years,690
30138,25000,25000.0,0.1523,60,debt_consolidation,17.97%,KS,MORTGAGE,8917.0,730-734,10.0,22566.0,1.0,10+ years,730
28764,5000,5000.0,0.1399,60,debt_consolidation,11.29%,NC,MORTGAGE,3083.0,710-714,5.0,1073.0,2.0,2 years,710
12007,6000,5996.63,0.1361,60,major_purchase,20.85%,CA,MORTGAGE,2700.0,695-699,10.0,10932.0,2.0,2 years,695
9061,10000,10000.0,0.1422,36,debt_consolidation,12.24%,NJ,RENT,2541.67,680-684,4.0,13667.0,0.0,8 years,680
79907,5375,5325.0,0.0662,36,debt_consolidation,20.93%,NV,RENT,3000.0,730-734,7.0,5640.0,0.0,3 years,730
17217,19000,18898.03,0.1632,60,debt_consolidation,22.41%,NY,RENT,4333.33,700-704,5.0,23016.0,1.0,2 years,700
3893,5500,5500.0,0.1189,36,credit_card,17.94%,MA,RENT,3583.33,695-699,8.0,5668.0,3.0,1 year,695
52929,10000,10000.0,0.1074,36,debt_consolidation,18.15%,CA,RENT,5833.33,700-704,10.0,16894.0,0.0,4 years,700
10205,8800,8800.0,0.1311,60,major_purchase,2.88%,AZ,MORTGAGE,2500.0,740-744,3.0,607.0,0.0,2 years,740
13809,9500,9475.0,0.1595,60,credit_card,24.88%,CA,RENT,6000.0,705-709,6.0,14621.0,2.0,10+ years,705
16035,12000,9294.21,0.0579,36,debt_consolidation,9.49%,VA,MORTGAGE,6700.0,765-769,20.0,11686.0,0.0,5 years,765
43936,16500,16500.0,0.11710000000000001,36,credit_card,11.05%,CT,MORTGAGE,7250.0,725-729,8.0,17247.0,2.0,10+ years,725
36217,25000,24875.0,0.11710000000000001,60,debt_consolidation,13.42%,IL,MORTGAGE,6250.0,755-759,5.0,18591.0,0.0,10+ years,755
91571,24000,24000.0,0.12119999999999999,36,debt_consolidation,16.24%,NJ,RENT,4500.0,700-704,8.0,29098.0,1.0,10+ years,700
16414,7000,6875.0,0.1036,36,major_purchase,13.94%,CA,RENT,5000.0,690-694,5.0,1364.0,2.0,10+ years,690
37386,1200,1200.0,0.1825,36,other,24.12%,OH,RENT,1700.0,660-664,2.0,0.0,3.0,4 years,660
96208,24175,24175.0,0.1311,36,home_improvement,7.66%,GA,RENT,6250.0,710-714,8.0,4681.0,1.0,10+ years,710
52255,2800,2800.0,0.079,36,credit_card,17.16%,MA,RENT,3583.33,720-724,12.0,5182.0,0.0,2 years,720
33923,4000,4000.0,0.11710000000000001,60,car,13.17%,PA,RENT,3500.0,705-709,6.0,5915.0,0.0,3 years,705
93139,10000,10000.0,0.12119999999999999,36,debt_consolidation,10.88%,CT,MORTGAGE,7500.0,665-669,6.0,24924.0,0.0,10+ years,665
60943,7125,7125.0,0.1016,36,debt_consolidation,4.95%,MA,RENT,2946.67,710-714,6.0,5015.0,1.0,6 years,710
797,10000,9325.0,0.0832,36,other,6.25%,FL,MORTGAGE,6666.67,750-754,10.0,3248.0,0.0,< 1 year,750
98156,10000,10000.0,0.1311,36,credit_card,5.30%,CA,RENT,6250.0,695-699,5.0,9620.0,1.0,2 years,695
61906,4400,4398.89,0.1531,36,debt_consolidation,21.51%,NC,RENT,4625.0,670-674,8.0,5707.0,1.0,6 years,670
85861,10000,10000.0,0.12119999999999999,36,debt_consolidation,11.52%,CA,RENT,4166.67,710-714,7.0,9817.0,1.0,4 years,710
